Film_title;Release_year;Director;Genres;Original_language;Average_rating;Runtime
Crocodile Dundee II;nan;John Cornell;['Comedy', 'Adventure'];English;2.65;110
Monkey Shines;nan;George A. Romero;['Science Fiction', 'Drama', 'Horror', 'Thriller'];English;3.16;113
The Outsiders;nan;Francis Ford Coppola;['Drama', 'Crime'];English;3.63;91
Rumble Fish;nan;Francis Ford Coppola;['Romance', 'Crime', 'Drama'];English;3.8;94
Badlands;nan;Terrence Malick;['Crime', 'Romance', 'Drama'];English;4.02;94
Wall Street;nan;Oliver Stone;['Crime', 'Drama'];English;3.6;126
The Dead Zone;nan;David Cronenberg;['Science Fiction', 'Thriller', 'Horror'];English;3.54;103
Ask Me Anything;nan;Allison Burnett;['Drama'];English;2.68;100
To Kill a Mockingbird;nan;Robert Mulligan;['Drama'];English;4.09;129
Jack Reacher;nan;Christopher McQuarrie;['Drama', 'Crime', 'Thriller', 'Action'];English;3.19;130
M*A*S*H;nan;Robert Altman;['War', 'Comedy', 'Drama'];English;3.52;116
The Judge;nan;David Dobkin;['Drama'];English;3.37;141
Deep Impact;nan;Mimi Leder;['Action', 'Science Fiction', 'Drama'];English;2.93;121
Hearts of Darkness: A Filmmaker's Apocalypse;nan;Fax Bahr, George Hickenlooper;['Documentary'];English;4.2;96
Bullitt;nan;Peter Yates;['Romance', 'Thriller', 'Drama', 'Crime', 'Action'];English;3.72;113
The 6th Day;nan;Roger Spottiswoode;['Science Fiction', 'Mystery', 'Action', 'Drama', 'Thriller'];English;2.75;123
The Chase;nan;Arthur Penn;['Drama', 'Crime'];English;3.62;135
The Two Jakes;nan;Jack Nicholson;['Drama', 'Crime', 'Romance', 'Mystery'];English;2.98;137
National Treasure: Book of Secrets;nan;Jon Turteltaub;['Action', 'Thriller', 'Adventure', 'Mystery'];English;2.96;124
Malcolm X;nan;Spike Lee;['History', 'Drama'];English;4.25;202
Ali;nan;Michael Mann;['Drama'];English;3.48;157
American Graffiti;nan;George Lucas;['Drama', 'Comedy'];English;3.73;110
The Fugitive;nan;Andrew Davis;['Drama', 'Action', 'Thriller'];English;3.91;131
Working Girl;nan;Mike Nichols;['Drama', 'Romance', 'Comedy'];English;3.44;114
Frantic;nan;Roman Polanski;['Drama', 'Crime', 'Thriller', 'Mystery'];English;3.49;120
Zabriskie Point;nan;Michelangelo Antonioni;['Drama'];English;3.64;113
Hell's Angels '69;nan;Lee Madden;['Adventure', 'Crime', 'Action', 'Thriller'];English;3.17;97
Will Penny;nan;Tom Gries;['Romance', 'Western'];English;3.45;110
The Black Power Mixtape 1967-1975;nan;Göran Olsson;['History', 'Documentary'];English;4.02;100
The Birds;nan;Alfred Hitchcock;['Horror', 'Thriller'];English;3.75;120
One Hundred and One Dalmatians;nan;Hamilton Luske, Clyde Geronimi;['Animation', 'Comedy', 'Family', 'Adventure'];English;3.67;79
The Time Machine;nan;George Pal;['Adventure', 'Science Fiction', 'Fantasy', 'Romance', 'Thriller'];English;3.62;103
Dark of the Sun;nan;Jack Cardiff;['Adventure', 'War', 'Drama'];English;3.65;101
World Without End;nan;Edward Bernds;['Science Fiction', 'Romance', 'Adventure'];English;2.78;80
Darker Than Amber;nan;Robert Clouse;['Mystery', 'Drama', 'Action', 'Adventure'];English;3.37;96
Giant;nan;George Stevens;['Drama', 'Western'];English;3.88;201
Inglourious Basterds;nan;Quentin Tarantino;['Drama', 'Thriller', 'War'];English;4.35;153
North by Northwest;nan;Alfred Hitchcock;['Mystery', 'Adventure', 'Thriller'];English;4.19;136
The Killing;nan;Stanley Kubrick;['Thriller', 'Crime'];English;4.0;85
Marnie;nan;Alfred Hitchcock;['Crime', 'Romance', 'Mystery', 'Thriller'];English;3.56;130
The Thin Man;nan;W.S. Van Dyke;['Mystery', 'Comedy', 'Crime'];English;3.96;91
The Killers;nan;Robert Siodmak;['Crime', 'Mystery', 'Thriller'];English;3.84;103
Cape Fear;nan;J. Lee Thompson;['Thriller', 'Drama'];English;3.92;105
Yes Man;nan;Peyton Reed;['Comedy', 'Romance'];English;3.12;104
The Others;nan;Alejandro Amenábar;['Mystery', 'Thriller', 'Horror'];English;3.77;104
Calvary;nan;John Michael McDonagh;['Drama'];English;3.89;102
Les Misérables;nan;Bille August;['History', 'Romance', 'Crime', 'Drama'];English;3.42;134
Argo;nan;Ben Affleck;['Thriller', 'Drama'];English;3.72;120
Godzilla;nan;Gareth Edwards;['Science Fiction', 'Drama', 'Action'];English;3.08;123
Little Miss Sunshine;nan;Valerie Faris, Jonathan Dayton;['Drama', 'Comedy'];English;4.19;102
Kung Fu Panda 3;nan;Jennifer Yuh Nelson, Alessandro Carloni;['Adventure', 'Comedy', 'Action', 'Animation', 'Family'];English;3.27;95
Total Recall;nan;Len Wiseman;['Science Fiction', 'Thriller', 'Action'];English;2.51;118
Contagion;nan;Steven Soderbergh;['Drama', 'Science Fiction', 'Thriller'];English;3.38;106
The Simpsons Movie;nan;David Silverman;['Family', 'Comedy', 'Animation'];English;3.48;87
A Most Violent Year;nan;J.C. Chandor;['Drama', 'Thriller', 'Crime'];English;3.56;124
The Secret Life of Pets;nan;Chris Renaud;['Family', 'Adventure', 'Comedy', 'Animation'];English;2.81;86
Concussion;nan;Peter Landesman;['Drama'];English;3.23;123
The Little Prince;nan;Mark Osborne;['Family', 'Fantasy', 'Animation', 'Adventure'];English;3.86;108
Inside Llewyn Davis;nan;Joel Coen, Ethan Coen;['Drama', 'Music'];English;4.03;104
Sucker Punch;nan;Zack Snyder;['Action', 'Fantasy', 'Thriller'];English;2.8;110
The Bourne Legacy;nan;Tony Gilroy;['Thriller', 'Action'];English;2.81;135
Body of Lies;nan;Ridley Scott;['Thriller', 'Drama', 'Action'];English;3.1;128
The Promise;nan;Terry George;['History', 'Drama', 'Romance'];English;3.18;133
Zoolander 2;nan;Ben Stiller;['Action', 'Adventure', 'Comedy'];English;2.19;100
Detachment;nan;Tony Kaye;['Drama'];English;3.87;98
Fist Fight;nan;Richie Keen;['Comedy'];English;2.44;91
Pacific Rim;nan;Guillermo del Toro;['Science Fiction', 'Adventure', 'Action'];English;3.42;131
Tangled;nan;Byron Howard, Nathan Greno;['Family', 'Adventure', 'Animation'];English;3.99;100
Hellboy;nan;Guillermo del Toro;['Action', 'Fantasy'];English;3.42;122
Blade II;nan;Guillermo del Toro;['Horror', 'Action', 'Fantasy', 'Thriller'];English;3.28;117
The City of Lost Children;nan;Marc Caro, Jean-Pierre Jeunet;['Fantasy', 'Adventure', 'Science Fiction'];French;3.76;113
Percy Jackson: Sea of Monsters;nan;Thor Freudenthal;['Fantasy', 'Adventure', 'Family'];English;2.14;106
The Book of Life;nan;Jorge R. Gutierrez;['Comedy', 'Animation', 'Fantasy', 'Adventure', 'Family'];English;3.66;95
Enemy at the Gates;nan;Jean-Jacques Annaud;['Romance', 'War', 'Drama', 'History'];English;3.52;131
The Name of the Rose;nan;Jean-Jacques Annaud;['Drama', 'Mystery', 'Thriller'];English;3.68;130
Star Trek: Nemesis;nan;Stuart Baird;['Action', 'Adventure', 'Thriller', 'Science Fiction'];English;2.67;116
Justice League: The Flashpoint Paradox;nan;Jay Oliva;['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Animation'];English;3.79;75
Looney Tunes: Back in Action;nan;Joe Dante;['Comedy', 'Animation', 'Family'];English;3.11;91
Conan the Barbarian;nan;Marcus Nispel;['Fantasy', 'Adventure', 'Action'];English;2.2;113
Titan A.E.;nan;Don Bluth, Gary Goldman;['Family', 'Action', 'Animation', 'Science Fiction', 'Adventure'];English;3.18;94
Sleepwalkers;nan;Mick Garris;['Fantasy', 'Thriller', 'Horror'];English;2.77;89
Outlander;nan;Howard McCain;['Action', 'Science Fiction'];English;2.87;115
Moonwalkers;nan;Antoine Bardou-Jacquet;['Comedy'];English;3.0;107
The Punisher: Dirty Laundry;nan;Phil Joanou;['Thriller', 'Action', 'Drama'];English;3.5;11
The Ice Pirates;nan;Stewart Raffill;['Comedy', 'Action', 'Adventure', 'Science Fiction'];English;2.74;91
Afro Samurai;nan;Yasuhiro Geshi, Fuminori Kizaki;['Drama', 'Animation'];English;3.77;127
An American Tail: The Treasure of Manhattan Island;nan;Larry Latham;['Animation', 'Adventure', 'Family'];English;2.93;78
The Scorpion King 3: Battle for Redemption;nan;Roel Reiné;['Action', 'Adventure', 'Fantasy', 'Drama'];English;1.83;106
Hellboy II: The Golden Army;nan;Guillermo del Toro;['Horror', 'Fantasy', 'Action', 'Science Fiction', 'Adventure'];English;3.42;120
Zathura: A Space Adventure;nan;Jon Favreau;['Family', 'Science Fiction', 'Adventure'];English;3.18;101
Gangster Squad;nan;Ruben Fleischer;['Crime', 'Action', 'Drama', 'Thriller'];English;2.79;113
The Avengers;nan;Joss Whedon;['Science Fiction', 'Adventure', 'Action'];English;3.67;143
West Side Story;nan;Robert Wise, Jerome Robbins;['Romance', 'Crime', 'Drama'];English;3.84;153
Gun Crazy;nan;Joseph H. Lewis;['Crime', 'Thriller', 'Romance'];English;3.92;87
Reign of Terror;nan;Anthony Mann;['History', 'Drama', 'Thriller'];English;3.65;87
Twin Peaks: The Missing Pieces;nan;David Lynch;['Mystery', 'Drama', 'Thriller'];English;3.95;90
xXx;nan;Rob Cohen;['Action', 'Crime', 'Adventure', 'Thriller'];English;2.51;124
Drive Angry;nan;Patrick Lussier;['Crime', 'Thriller', 'Action', 'Fantasy'];English;2.49;104
Pearl Harbor;nan;Michael Bay;['Romance', 'War', 'History', 'Action', 'Drama'];English;2.85;183
Drive;nan;Steve Wang;['Adventure', 'Science Fiction', 'Comedy', 'Action'];English;3.55;100
Ski School;nan;Damian Lee;['Comedy'];English;2.39;95
Superman III;nan;Richard Lester;['Comedy', 'Adventure', 'Action', 'Science Fiction'];English;2.29;125
See No Evil, Hear No Evil;nan;Arthur Hiller;['Comedy', 'Crime'];English;3.33;103
Cat People;nan;Paul Schrader;['Horror', 'Thriller'];English;3.18;118
Smile;nan;Michael Ritchie;['Comedy'];English;3.67;113
11.22.63;nan;Kevin Macdonald, Fred Toye;['Drama'];English;3.9;436
Bridge to Terabithia;nan;Eric Till;['Family', 'Drama', 'Fantasy'];English;3.23;60
Basket Case 2;nan;Frank Henenlotter;['Comedy', 'Horror'];English;3.02;90
Pump Up the Volume;nan;Allan Moyle;['Drama', 'Music'];English;3.71;105
The Comeback;nan;Pete Walker;['Horror', 'Mystery'];English;3.08;100
History of the World: Part I;nan;Mel Brooks;['Comedy'];English;3.36;92
Finders Keepers;nan;Richard Lester;['Comedy'];English;3.05;96
The Magnificent Seven;nan;John Sturges;['Action', 'Western', 'Adventure'];English;3.82;127
Pootie Tang;nan;Louis C.K.;['Comedy', 'Action'];English;3.02;81
Battle Beyond the Stars;nan;Jimmy T. Murakami;['Science Fiction', 'Adventure', 'Action'];English;2.83;104
The Young Philadelphians;nan;Vincent Sherman;['Drama'];English;3.42;136
Good Luck, Miss Wyckoff;nan;Marvin J. Chomsky;['Drama'];English;3.39;106
The Dion Brothers;nan;Jack Starrett;['Crime', 'Comedy', 'Action', 'Drama'];English;3.57;94
Never Say Never Again;nan;Irvin Kershner;['Action', 'Adventure', 'Thriller'];English;2.72;134
Lonesome Dove;nan;Simon Wincer;['Drama', 'Western'];English;4.15;384
Death Wish 3;nan;Michael Winner;['Drama', 'Thriller', 'Action', 'Crime'];English;3.16;90
Prince Valiant;nan;Anthony Hickox;['Fantasy', 'Adventure'];English;2.87;91
Priest;nan;Scott Stewart;['Horror', 'Action', 'Fantasy', 'Thriller'];English;2.37;87
Ultraviolet;nan;Joe Ahearne;['Drama'];English;3.51;300
Ghost Rider: Spirit of Vengeance;nan;Mark Neveldine, Brian Taylor;['Action', 'Thriller', 'Fantasy'];English;1.87;96
Beasts of No Nation;nan;Cary Joji Fukunaga;['War', 'Drama'];English;3.94;137
The Dark Tower;nan;Nikolaj Arcel;['Fantasy', 'Science Fiction', 'Action'];English;2.12;95
Bastille Day;nan;James Watkins;['Action'];English;2.73;92
The Losers;nan;Sylvain White;['Mystery', 'Action', 'Crime', 'Thriller', 'Adventure'];English;2.79;97
Molly's Game;nan;Aaron Sorkin;['Drama', 'Crime'];English;3.57;140
The Unborn;nan;David S. Goyer;['Mystery', 'Horror', 'Thriller'];English;2.0;87
Mandela: Long Walk to Freedom;nan;Justin Chadwick;['Drama', 'History'];English;3.27;141
The Gunman;nan;Pierre Morel;['Drama', 'Action', 'Crime'];English;2.55;115
Prom Night;nan;Nelson McCormick;['Horror', 'Drama', 'Mystery'];English;1.89;88
Takers;nan;John Luessenhop;['Action', 'Drama', 'Crime', 'Thriller'];English;2.7;107
No Good Deed;nan;Sam Miller;['Thriller', 'Crime'];English;2.55;84
Obsessed;nan;Steve Shill;['Drama', 'Thriller'];English;2.53;108
The Reaping;nan;Stephen Hopkins;['Horror'];English;2.43;99
Hacksaw Ridge;nan;Mel Gibson;['War', 'Drama', 'History'];English;3.95;139
Excalibur;nan;John Boorman;['Fantasy', 'Adventure'];English;3.71;141
A Man for All Seasons;nan;Fred Zinnemann;['History', 'Drama'];English;3.82;120
In the Name of the Father;nan;Jim Sheridan;['Drama'];English;4.16;133
Lincoln;nan;Steven Spielberg;['Drama', 'History'];English;3.57;149
My Beautiful Laundrette;nan;Stephen Frears;['Romance', 'Comedy', 'Drama'];English;3.54;98
Chi-Raq;nan;Spike Lee;['Drama', 'Comedy', 'Crime'];English;3.28;127
He Got Game;nan;Spike Lee;['Drama'];English;3.63;136
Oldboy;nan;Spike Lee;['Mystery', 'Action', 'Drama', 'Thriller'];English;2.14;104
She's Gotta Have It;nan;Spike Lee;['Comedy', 'Romance'];English;3.62;84
Crooklyn;nan;Spike Lee;['Drama', 'Comedy'];English;3.88;114
Once Upon a Time in America;nan;Sergio Leone;['Crime', 'Drama'];English;4.22;229
Léon: The Professional;nan;Luc Besson;['Crime', 'Action', 'Drama'];French;4.02;111
The Stuff;nan;Larry Cohen;['Science Fiction', 'Horror', 'Comedy'];English;3.04;87
Lucky Number Slevin;nan;Paul McGuigan;['Crime', 'Thriller', 'Drama', 'Mystery'];English;3.57;110
Moonstruck;nan;Norman Jewison;['Drama', 'Romance', 'Comedy'];English;3.79;102
Deathmask;nan;Richard Friedman;['Mystery', 'Drama'];English;nan;103
Radio Days;nan;Woody Allen;['Comedy', 'Drama'];English;3.77;90
Dinosaur;nan;Eric Leighton, Ralph Zondag;['Adventure', 'Animation', 'Family'];English;2.93;82
Doctor Dolittle;nan;Betty Thomas;['Family', 'Fantasy', 'Comedy'];English;2.63;85
The Hill;nan;Sidney Lumet;['Drama', 'War'];English;4.05;123
12 Angry Men;nan;William Friedkin;['Drama', 'TV Movie'];English;3.86;117
No Way Out;nan;Joseph L. Mankiewicz;['Crime', 'Thriller', 'Drama'];English;3.73;106
The Stand;nan;Mick Garris;['Drama', 'Horror'];English;3.23;361
The Tall Target;nan;Anthony Mann;['History', 'Mystery', 'Thriller'];English;3.57;78
The Long Goodbye;nan;Robert Altman;['Crime', 'Thriller', 'Mystery', 'Drama', 'Comedy'];English;4.18;112
California Split;nan;Robert Altman;['Comedy', 'Drama'];English;3.91;108
Short Cuts;nan;Robert Altman;['Comedy', 'Drama'];English;4.11;188
Dick Tracy;nan;Warren Beatty;['Comedy', 'Adventure', 'Crime'];English;3.18;105
Splendor in the Grass;nan;Elia Kazan;['Romance', 'Drama'];English;3.88;124
Bulworth;nan;Warren Beatty;['Romance', 'Crime', 'Thriller', 'Comedy', 'Drama'];English;3.37;108
Red Riding Hood;nan;Catherine Hardwicke;['Drama', 'Mystery', 'Fantasy', 'Thriller', 'Horror'];English;2.35;100
Petulia;nan;Richard Lester;['Drama', 'Romance'];English;3.69;105
Batman Forever;nan;Joel Schumacher;['Fantasy', 'Crime', 'Action'];English;2.51;121
The Patriot;nan;Roland Emmerich;['Action', 'Drama', 'War', 'History'];English;3.36;165
Inspector Gadget;nan;David Kellogg;['Action', 'Adventure', 'Comedy', 'Family'];English;2.07;78
The Little Mermaid II: Return to the Sea;nan;Jim Kammerud;['Animation', 'Comedy', 'Adventure', 'Family'];English;2.61;75
King Kong;nan;John Guillermin;['Fantasy', 'Adventure'];English;2.95;134
Images;nan;Robert Altman;['Horror', 'Thriller', 'Mystery'];English;3.74;101
Little Nemo: Adventures in Slumberland;nan;Masami Hata, William T. Hurtz;['Animation', 'Fantasy', 'Family', 'Adventure'];Japanese;3.48;95
Joseph: King of Dreams;nan;Rob LaDuca, Robert C. Ramirez;['Animation', 'Family'];English;3.07;74
Payback;nan;Brian Helgeland;['Drama', 'Crime', 'Action', 'Thriller'];English;3.33;100
Rolling Thunder;nan;John Flynn;['Drama', 'Action', 'Crime', 'Thriller'];English;3.69;100
Marathon Man;nan;John Schlesinger;['Thriller', 'Crime', 'Drama', 'Action'];English;3.77;125
Space Cowboys;nan;Clint Eastwood;['Thriller', 'Action', 'Adventure'];English;3.07;130
Star Trek IV: The Voyage Home;nan;Leonard Nimoy;['Science Fiction', 'Adventure'];English;3.72;118
Brewster McCloud;nan;Robert Altman;['Fantasy', 'Comedy'];English;3.71;105
Tales from the Crypt: Demon Knight;nan;Ernest R. Dickerson;['Horror', 'Comedy', 'Thriller'];English;3.41;92
Star Trek VI: The Undiscovered Country;nan;Nicholas Meyer;['Thriller', 'Adventure', 'Science Fiction', 'Action'];English;3.62;110
Inside Moves;nan;Richard Donner;['Drama'];English;3.43;113
Thieves Like Us;nan;Robert Altman;['Crime', 'Drama', 'Romance'];English;3.58;123
TerrorVision;nan;Ted Nicolaou;['Comedy', 'Horror', 'Science Fiction'];English;3.09;85
Popeye;nan;Robert Altman;['Comedy', 'Action', 'Adventure', 'Family'];English;2.89;114
The Underneath;nan;Steven Soderbergh;['Drama', 'Thriller', 'Crime'];English;3.15;99
3 Women;nan;Robert Altman;['Drama'];English;4.15;124
The Duellists;nan;Ridley Scott;['War', 'Drama'];English;3.83;100
Choose Me;nan;Alan Rudolph;['Comedy', 'Romance', 'Drama'];English;3.68;106
X-Men: The Last Stand;nan;Brett Ratner;['Thriller', 'Science Fiction', 'Action', 'Adventure'];English;2.65;104
Phase IV;nan;Saul Bass;['Science Fiction', 'Horror'];English;3.5;86
Cloak & Dagger;nan;Richard Franklin;['Action', 'Adventure', 'Family'];English;3.31;102
What's Up, Doc?;nan;Peter Bogdanovich;['Romance', 'Comedy'];English;4.09;94
An Unmarried Woman;nan;Paul Mazursky;['Comedy', 'Drama', 'Romance'];English;3.9;124
What We Do in the Shadows;nan;Taika Waititi, Jemaine Clement;['Horror', 'Comedy'];English;4.12;86
Boy;nan;Taika Waititi;['Drama', 'Comedy'];English;4.05;87
Eagle vs Shark;nan;Taika Waititi;['Comedy', 'Romance'];English;3.4;87
Two Cars, One Night;nan;Taika Waititi;['Comedy', 'Drama'];English;3.76;12
In the Mouth of Madness;nan;John Carpenter;['Mystery', 'Horror'];English;3.79;95
Jurassic Park III;nan;Joe Johnston;['Action', 'Thriller', 'Adventure', 'Science Fiction'];English;2.82;92
The Hunt for Red October;nan;John McTiernan;['Adventure', 'Action', 'Thriller'];English;3.76;135
The Hunter;nan;Daniel Nettheim;['Adventure', 'Drama', 'Thriller'];English;3.34;102
Wimbledon;nan;Richard Loncraine;['Comedy', 'Romance'];English;3.02;98
Until the End of the World;nan;Wim Wenders;['Drama', 'Science Fiction', 'Adventure'];English;3.91;158
Paper Planes;nan;Robert Connolly;['Family', 'Drama', 'Comedy'];English;2.75;96
Shopping;nan;Louis Sutherland, Mark Albiston;['Drama'];English;nan;98
Housebound;nan;Gerard Johnstone;['Comedy', 'Horror', 'Thriller'];English;3.39;111
The Dark Horse;nan;James Napier Robertson;['Drama', 'History'];English;3.79;124
Whale Rider;nan;Niki Caro;['Drama', 'Family'];English;3.7;101
Perfect Creature;nan;Glenn Standring;['Fantasy', 'Drama', 'Action', 'Horror', 'Science Fiction'];English;2.81;90
Trolls;nan;Mike Mitchell;['Fantasy', 'Animation', 'Comedy', 'Family', 'Adventure', 'Music'];English;2.75;92
Invasion of the Body Snatchers;nan;Philip Kaufman;['Horror', 'Science Fiction'];English;3.94;116
The Right Stuff;nan;Philip Kaufman;['Drama', 'History', 'Adventure'];English;4.01;193
The Prince of Egypt;nan;Steve Hickner, Brenda Chapman;['Adventure', 'Animation', 'Family', 'Drama'];English;4.04;99
Independence Day: Resurgence;nan;Roland Emmerich;['Action', 'Science Fiction', 'Adventure'];English;2.06;120
The Adventures of Buckaroo Banzai Across the 8th Dimension;nan;W.D. Richter;['Comedy', 'Romance', 'Science Fiction', 'Adventure'];English;3.19;103
Death Wish;nan;Michael Winner;['Crime', 'Drama', 'Action'];English;3.33;93
Remember My Name;nan;Alan Rudolph;['Drama', 'Thriller'];English;3.66;95
Deep Cover;nan;Bill Duke;['Action', 'Thriller', 'Crime'];English;3.91;108
Rush;nan;Ron Howard;['Drama', 'Action'];English;3.82;123
Marvel Studios: Assembling a Universe;nan;nan;['Fantasy', 'Documentary', 'TV Movie'];English;3.26;43
A Perfect Getaway;nan;David Twohy;['Mystery', 'Thriller', 'Adventure'];English;3.06;98
Blackhat;nan;Michael Mann;['Thriller', 'Crime', 'Action'];English;2.99;133
Vacation;nan;John Francis Daley, Jonathan Goldstein;['Comedy'];English;2.68;99
The Huntsman: Winter's War;nan;Cedric Nicolas-Troyan;['Drama', 'Action', 'Adventure'];English;2.51;114
Eternal Sunshine of the Spotless Mind;nan;Michel Gondry;['Science Fiction', 'Romance', 'Drama'];English;4.24;108
Now You See Me;nan;Louis Leterrier;['Thriller', 'Crime'];English;3.38;116
Foxcatcher;nan;Bennett Miller;['Drama', 'Thriller'];English;3.57;134
The Kids Are All Right;nan;Lisa Cholodenko;['Comedy', 'Drama'];English;3.33;106
Now You See Me 2;nan;Jon M. Chu;['Thriller', 'Mystery', 'Action', 'Crime'];English;3.0;129
Date Night;nan;Shawn Levy;['Adventure', 'Action', 'Comedy'];English;2.85;88
You Can Count on Me;nan;Kenneth Lonergan;['Comedy', 'Drama'];English;3.91;111
Margaret;nan;Kenneth Lonergan;['Drama'];English;3.91;150
The Elephant Man;nan;David Lynch;['History', 'Drama'];English;4.27;124
The Mask of Zorro;nan;Martin Campbell;['Action', 'Adventure'];English;3.39;136
Transformers: The Last Knight;nan;Michael Bay;['Science Fiction', 'Action', 'Adventure'];English;1.92;154
RED 2;nan;Dean Parisot;['Action', 'Crime', 'Thriller', 'Comedy'];English;2.8;116
Hannibal;nan;Ridley Scott;['Thriller', 'Crime', 'Drama', 'Horror'];English;3.25;131
Meet Joe Black;nan;Martin Brest;['Fantasy', 'Drama', 'Romance'];English;3.43;178
